CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE
41713504,ISIS RESTAURANT,BRONX,739,ALLERTON AVENUE,10467,7183241054,Mexican,8/24/2017,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Critical,21,B,8/24/2017,4/2/2019,Cycle Inspection / Re-inspection
40856176,VIVIENNE'S,BRONX,3044,WESTCHESTER AVENUE,10461,7188290218,American,4/12/2016,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,24,,,4/2/2019,Cycle Inspection / Initial Inspection
50039173,El Jalapeno,BRONX,800,E 149TH ST,10455,3475906989,Mexican,10/15/2015,Violations were cited in the following area(s).,06F,Wiping cloths soiled or not stored in sanitizing solution.,Critical,34,C,10/15/2015,4/2/2019,Pre-permit (Operational) / Re-inspection
50052463,JENAVIES CAFE,BRONX,2920,BRUCKNER BLVD,10465,7186841324,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",8/30/2018,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,19,,,4/2/2019,Cycle Inspection / Initial Inspection
50001897,TAQUERIA GUERRERO,BRONX,1761,CROSBY AVENUE,10461,3472819810,Mexican,1/23/2018,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,11,A,1/23/2018,4/2/2019,Cycle Inspection / Re-inspection
40680764,JOE'S PLACE,BRONX,1841,WESTCHESTER AVENUE,10472,7189182947,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",1/31/2018,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Ã‚Âº F.,Critical,18,,,4/2/2019,Cycle Inspection / Initial Inspection
50065145,FAMILY COFFEE SHOP,BRONX,219,W 230TH ST,10463,3479479358,Delicatessen,8/16/2017,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,9,A,8/16/2017,4/2/2019,Pre-permit (Operational) / Re-inspection
41717385,HEALTHY FRESH,BRONX,621,EAST  187 STREET,10458,7186187200,Sandwiches/Salads/Mixed Buffet,8/5/2016,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,27,B,8/5/2016,4/2/2019,Cycle Inspection / Re-inspection
41575838,GOLD STAR JERK CENTER,BRONX,3768,WHITE PLAINS ROAD,10467,7186555585,Caribbean,3/16/2018,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,5,A,3/16/2018,4/2/2019,Cycle Inspection / Initial Inspection
50014192,LA POTENCIA RESTAURANT,BRONX,1898,JEROME AVE,10453,9178013200,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",6/20/2018,Violations were cited in the following area(s).,04A,Food Protection Certificate not held by supervisor of food operations.,Critical,27,B,6/20/2018,4/2/2019,Cycle Inspection / Re-inspection
41642227,CROSBY PIZZA STOP,BRONX,1731,CROSBY AVENUE,10461,7188238980,Pizza,9/2/2015,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,13,,,4/2/2019,Cycle Inspection / Initial Inspection
41488662,PONTE EN FORMA,BRONX,2168A,ELLIS AVENUE,10462,6462347364,American,4/13/2016,Violations were cited in the following area(s).,10A,"Toilet facility not maintained and provided with toilet paper, waste receptacle and self-closing door.",Not Critical,12,A,4/13/2016,4/2/2019,Cycle Inspection / Initial Inspection
50012297,YOUR DALEY BREAD,BRONX,1303,E GUN HILL RD,10469,3479134480,Caribbean,4/3/2018,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,12,,,4/2/2019,Cycle Inspection / Initial Inspection
50085970,DUNKIN DONUTS,BRONX,1779,SOUTHERN BLVD,10460,6464290955,American,12/27/2018,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,21,,,4/2/2019,Pre-permit (Operational) / Initial Inspection
50039683,PICK UP SIX FRESH FAST ASIAN KITCHEN,BRONX,221,W 230TH ST,10463,7186011168,Asian,6/8/2016,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Ã‚Âº F.,Critical,10,A,6/8/2016,4/2/2019,Cycle Inspection / Initial Inspection
50070450,LIN KEE HONG CHINESE RESTAURANT,BRONX,552,COMMONWEALTH AVE,10473,7185422565,Chinese,11/9/2017,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,34,,,4/2/2019,Pre-permit (Operational) / Initial Inspection
41463046,DUNKIN' DONUTS,BRONX,4201,WEBSTER AVENUE,10470,7188810382,Donuts,6/20/2017,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,4,A,6/20/2017,4/2/2019,Cycle Inspection / Initial Inspection
50078407,BRONX SOUL FOOD RESTAURANT,BRONX,1306,E GUN HILL RD,10469,3479474555,Soul Food,6/11/2018,Violations were cited in the following area(s).,04J,"Appropriately scaled metal stem-type thermometer or thermocouple not provided or used to evaluate temperatures of potentially hazardous foods during cooking, cooling, reheating and holding.",Critical,94,,,4/2/2019,Pre-permit (Non-operational) / Initial Inspection
50084342,PARQ,BRONX,4001,E TREMONT AVE,10465,7186846053,American,11/29/2018,Violations were cited in the following area(s).,05H,"No facilities available to wash, rinse and sanitize utensils and/or equipment.",Critical,40,,,4/2/2019,Pre-permit (Operational) / Initial Inspection
41232708,NEW RED FLOWER CHINESE RESTAURANT,BRONX,4733,WHITE PLAIN ROAD,,7189942375,Chinese,4/26/2017,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,9,A,4/26/2017,4/2/2019,Cycle Inspection / Initial Inspection
50041202,BILLY BEEZ,BRONX,200,BAYCHESTER AVE,10475,7185146045,American,1/28/2016,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,14,,,4/2/2019,Pre-permit (Operational) / Initial Inspection
41165199,3 WAY RESTAURANT,BRONX,384,EAST  188 STREET,10458,7182959595,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",6/23/2016,Violations were cited in the following area(s).,04C,Food worker does not use proper utensil to eliminate bare hand contact with food that will not receive adequate additional heat treatment.,Critical,14,,,4/2/2019,Cycle Inspection / Initial Inspection
40800483,STEP IN RESTAURANT & LOUNGE,BRONX,1309,METROPOLITAN AVENUE,10462,7188220562,American,12/21/2017,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,2,A,12/21/2017,4/2/2019,Cycle Inspection / Initial Inspection
50037168,MISTER PIZZA,BRONX,155,E 149TH ST,10451,6463712210,Pizza,12/4/2015,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,43,,,4/2/2019,Cycle Inspection / Initial Inspection
41370989,CESTRA'S PIZZA,BRONX,3617,EAST TREMONT AVENUE,10465,7185187900,Pizza,2/14/2018,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,13,,,4/2/2019,Cycle Inspection / Initial Inspection
50075808,SHERIDAN MARKET,BRONX,191,E 161ST ST,10451,3479188111,Delicatessen,7/23/2018,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,17,B,7/23/2018,4/2/2019,Pre-permit (Operational) / Re-inspection
50056704,LECHONERA EL FOGON,BRONX,2641,BAINBRIDGE AVE,10458,9177925976,Spanish,2/6/2018,Violations were cited in the following area(s).,04O,Live animals other than fish in tank or service animal present in facility's food and/or non-food areas.,Critical,30,,,4/2/2019,Cycle Inspection / Initial Inspection
41181385,EL DESPERTAR MARLENE,BRONX,849,PROSPECT AVENUE,10459,7188930324,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",3/13/2018,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,02B,Hot food item not held at or above 140Ã‚Âº F.,Critical,37,,,4/2/2019,Cycle Inspection / Initial Inspection
41525144,MANGO'S RESTAURANT & CATERING,BRONX,4030,WHITE PLAINS ROAD,10466,3479453140,Caribbean,1/30/2018,Violations were cited in the following area(s).,10H,Proper sanitization not provided for utensil ware washing operation.,Not Critical,36,,,4/2/2019,Cycle Inspection / Initial Inspection
50080695,MY PIZZA,BRONX,301,W TREMONT AVE,10453,9173649488,Pizza,8/2/2018,Violations were cited in the following area(s).,05H,"No facilities available to wash, rinse and sanitize utensils and/or equipment.",Critical,38,,,4/2/2019,Pre-permit (Operational) / Initial Inspection
50052504,MARKETPLACE AT MCGINLEY CENTER FORDHAM UNIVERSITY`,BRONX,441,E FORDHAM RD,10458,7188170917,American,10/4/2017,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,4,A,10/4/2017,4/2/2019,Cycle Inspection / Initial Inspection
40812317,J & J RESTAURANT & CUCHIFRITOS,BRONX,718,EAST TREMONT AVENUE,10457,7185833333,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",5/22/2016,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Ã‚Âº F.,Critical,19,,,4/2/2019,Cycle Inspection / Initial Inspection
41665851,FRATELLI RESTAURANT,BRONX,2507,EASTCHESTER ROAD,10469,7185472489,Italian,8/16/2017,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,12,A,8/16/2017,4/2/2019,Cycle Inspection / Initial Inspection
41313605,PAPA JOHN'S DELI,BRONX,325,CITY ISLAND AVENUE,10464,7188851263,Sandwiches,10/6/2016,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,12,A,10/6/2016,4/2/2019,Cycle Inspection / Initial Inspection
50051535,PABELLON,BRONX,1501,WESTCHESTER AVE,10472,7183281252,Spanish,4/10/2017,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,12,A,4/10/2017,4/2/2019,Cycle Inspection / Re-inspection
40945123,FRANK'S PIZZA,BRONX,4106,EAST TREMONT AVENUE,10465,7188248070,Pizza,4/4/2017,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Critical,15,,,4/2/2019,Cycle Inspection / Initial Inspection
50064165,LUCONI NYC,BRONX,689,E 187TH ST,10458,7186760074,Pizza,6/5/2018,Violations were cited in the following area(s).,09B,Thawing procedures improper.,Not Critical,9,A,6/5/2018,4/2/2019,Cycle Inspection / Initial Inspection
41311174,JIMBO'S HAMBURGER PALACE,BRONX,912,SOUNDVIEW AVE,10473,7183283208,American,3/1/2017,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,9,A,3/1/2017,4/2/2019,Cycle Inspection / Initial Inspection
50065108,GOLDEN GATE EXPRESS,BRONX,300,W 231ST ST,10463,7188840077,Chinese,6/29/2017,Establishment re-closed by DOHMH,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,21,,,4/2/2019,Pre-permit (Operational) / Reopening Inspection
41617387,DUNKIN' DONUTS,BRONX,701,ALLERTON AVENUE,10467,7187084459,Donuts,7/13/2016,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,12,A,7/13/2016,4/2/2019,Cycle Inspection / Initial Inspection
